,Message,Views,Date,Time
754,✅已核實消息金鐘太古廣場外黑旗Source: now news live,20.6K,2019-09-03,12:55
755,✅已核實消息警察於灣仔站A4出口外的橋上發射催淚彈Source: now news,24.7K,2019-09-03,00:44
756,"✅已核實消息金鐘太古廣場外橙旗Source: now news, cable news",24.7K,2019-09-04,18:02
757,✅已核實消息水炮車駛至政總外Source: now news,21.3K,2019-09-05,10:06
758,✅已核實消息水炮車於政總外發射藍色水，但射水方向未見有示威者Source: now news,25.6K,2019-09-05,10:06
759,✅已核實消息警察於政總高位向地面市民發射催淚彈Source: now news,20.9K,2019-09-05,11:40
760,✅已核實消息警方呼籲在場人士及附近街道的市民立即離開，市民應該避免前往該區。警方對激進示威者一切暴力行為，予以譴責。Source: 香港警察Facebook,21.5K,2019-08-31,22:59
761,✅已核實消息政總外水炮車出動。Source: now news live,21.4K,2019-08-31,23:18
762,"✅已核實消息港鐵宣布，灣仔站、金鐘站已關閉，港島綫列車將不停該站。港島綫其他車站的部份出入口亦可能隨時關閉而不預先通知。Source: MTR app, apple news",22.0K,2019-08-31,23:46
763,✅已核實消息速龍小隊於夏愨道制服多人。Source: Cable news live,23.4K,2019-08-31,23:48
764,"✅已核實消息[16:24] 路線 103,914,934,936,948暫停服務。路線 960, 968來回程改行紅隧。路線 601, 619, 680, 690改以永興街調頭。路線 905, 961, 978改以交易廣場調頭。路線 101, 102, 104, 106, 108, 109, 111, 112, 113, 116, 182, 307, 603, 673, 681來回程需改路行駛Source: KMB app",21.8K,2019-08-31,23:56
765,"✅已核實消息[16:50] 以下城巴、新巴路線暫停：1, 5B, 5X, 10, 11, 12, 12A, 12M, 13, 15B, 15C, 23, 25, 26, 40M, 103, 260, 590, 789, 967, W1, X15, X15RSource: 城巴app",23.6K,2019-09-01,15:39
766,"✅已核實消息港鐵宣布，灣仔站、金鐘站、銅鑼灣站、天后站已關閉，港島綫列車將不停該站。港島綫其他車站的部份出入口亦可能隨時關閉而不預先通知。Source: MTR app, apple news",26.8K,2019-09-01,16:34
767,✅已核實消息水炮車於金鐘駛往灣仔方向Source: now news,31.8K,2019-09-01,17:22
768,✅已核實消息水炮車到銅鑼灣希慎Source: fact check人員現場消息,31.3K,2019-09-01,17:49
769,"✅已核實消息[16:50] 以下城巴、新巴路線暫停：1, 5B, 5X, 10, 11, 12, 12A, 12M, 13, 15B, 15C, 23, 25, 26, 40M, 103, 260, 590, 789, 967, W1, X15, X15RSource: 城巴app",25.3K,2019-09-01,18:00
770,"✅已核實消息港鐵宣布，灣仔站、金鐘站、銅鑼灣站、天后站已關閉，港島綫列車將不停該站。港島綫其他車站的部份出入口亦可能隨時關閉而不預先通知。Source: MTR app, apple news",21.6K,2019-09-01,18:06
771,✅已核實消息水炮車於金鐘駛往灣仔方向Source: now news,21.8K,2019-09-01,19:04
772,✅已核實消息水炮車到銅鑼灣希慎Source: fact check人員現場消息,27.2K,2019-09-01,22:42
773,✅已核實消息銅鑼灣鵝頸橋黑旗警告清場Source: now news,24.3K,2019-09-01,00:54
774,✅已核實消息警方於旺角警署外制服多人Source: now news,26.0K,2019-09-02,09:52
775,✅已核實消息旺角警署藍旗Source: now news live,22.9K,2019-09-03,12:55
776,✅已核實消息 民陣十一遊行上訴被駁回。Source: 民陣tg,21.0K,2019-09-03,00:44
777,🚫以下資訊未有可靠來源警方於今天例行記者會表示從核心暴徒的情報中得知有人計劃殺警行動，並展示聲稱是「招募死士」的telegram channel。-                                                                               經Factcheck人員查證，有關telegram channel 「@sishizhaomuzu」除了叫謝Sir「上水」外，並未有與殺警行動相關的資訊。                                                                        Source: 警方930例行記者會、Factcheck人員整合,28.2K,2019-09-04,18:02
778,✅已核實消息工黨李卓人、民主黨何俊仁、社民連梁國雄和民陣副召人陳皓桓，今午宣佈將以個人名義，承接明天的遊行，明午1時在東角道集合遊行至中環。Source: 蘋果新聞,22.1K,2019-09-05,10:06
779,✅已核實消息港鐵表示，明日（10月1日）金鐘站、灣仔站、太子站，由早上起暫停開放，列車不停以上3站，直至另行通知。Source: MTR,23.9K,2019-09-05,10:06
780,✅已核實消息港鐵宣佈，除金鐘、灣仔、太子站外，今日（10月1日）早上11時起，銅鑼灣、深水埗、黃大仙、沙田、車公廟、屯門、荃灣及荃灣西站亦關閉，列車不停以上11站。Source: MTR,21.8K,2019-09-05,11:40
781,✅已核實消息[不斷更新]以下商場將於十月一日暫停營業：港島區：希慎廣場、利園一至六期、利舞臺廣場、禮頓中心、希慎道壹號、太古廣場、康怡廣場、IFC商場新界區：青衣城、沙田連城廣場、新城市廣場、V City、荃灣廣場、YOHO MALL形點、新都會廣場、屯門市廣場、愉景新城、荃新天地九龍區：Mira place、圓方、德福廣場、雅蘭中心（商場部份）、荷李活商業中心（商場部份）、家樂坊（商場部份）、奧海城、apm 、MOKO新世紀廣場其他商場(如銅鑼灣Sogo等）未有正式公布Source: 各大商場Facebook、官網、現職員工、fact check 人員整合,20.1K,2019-09-05,21:27
782,✅已核實消息[不斷更新]港島區休息站：銅鑼灣：1. Paint Palette時間：14:00-23:59聯絡致電/whatsapp ：9196 1128地址：銅鑼灣駱克道514號三樓Google map：https://goo.gl/maps/nPoAYTYVLZAgXvDi82. Sor9ry地址：銅鑼灣謝斐道460號楊耀熾商業大廈15樓Google map: https://goo.gl/maps/8fdLwNi4FGzBRJGR63. aWitch Handmade開放時間：12:00-20:00地址：富明街1號寶富大廈2樓M室Google map: https://goo.gl/maps/SySzGoBw6XwmV8UK7灣仔：1. 灣仔循道衛理聯合教會香港堂時間：隨時地址：灣仔軒尼詩道36號電話：25280225Google Map: https://goo.gl/maps/XMbB7ZFon3hW4ASP92. 好青年隨心讀讀書會時間：14:30直至另行通知地點：灣仔軒尼斯道富德樓十一樓Google map: https://goo.gl/maps/1c77MrtZEV3TnBSc9金鐘：1. 灣仔聖母聖衣堂時間：直至2200電話：2527 7240地址：香港金鐘星街1號Google map:https://goo.gl/maps/eGVP4UmbRZVEW2cs92. 銅鑼灣廣場附近店鋪（已核實有開放，有需要人士可tg聯絡：@tigerfirecyber）荃灣區：1. 顯恩浸信會時間：13:00-18:00地址：荃灣大河道99號99廣場20樓電話：2402-8327Google map: https://goo.gl/maps/CZtuPwrgYEEPvGZA82. 基督教主恩會時間：10:00-18:00（會因應情況延長開放時間）地址：荃灣青山公路455-457號華懋荃灣廣場四樓Google map: https://goo.gl/maps/wKUAj2pcF9MNTYsL9Source: fact check 人員查詢後整合、有關機構 Facebook,20.2K,2019-09-06,17:21
783,"✅已核實消息警方於黃大仙施放催淚彈Source: 蘋果動新聞, now news",21.0K,2019-09-06,22:44
784,✅已核實消息港鐵宣布，除金鐘、灣仔、太子站外，今日（10月1日）早上11時起，銅鑼灣、深水埗、黃大仙、沙田、車公廟、屯門、荃灣及荃灣西站亦關閉，列車不停以上11站。14:37港鐵宣布關閉葵芳、葵興、大窩口及鑽石山站。Source: MTR,21.5K,2019-09-06,23:37
785,✅已核實消息深水埗黑旗Source: cable news live,23.6K,2019-09-06,00:25
786,✅已核實消息警方指，將會使用相應武力驅散屯門大會堂外示威者，警告示威者立即停止違法行為及離開。Source: 香港警察Facebook,26.1K,2019-09-07,16:26
787,🚫以下資訊未有可靠來源 [14:50]網傳荃灣南豐紗廠外有水炮車戒備。-Fact check 人員到場觀察，暫未見有水炮車。Source: Fact check 人員一手消息,30.0K,2019-09-07,19:33
788,✅已核實消息警方於沙田舉起黑旗後約三秒後施放催淚彈Source: cable news live,27.6K,2019-09-07,21:11
789,✅已核實消息警方於荃灣千色店外施放催淚彈Source: cable news live,29.4K,2019-09-07,23:30
790,✅已核實消息一輛水炮車於中聯辦外戒備Source: cable news live,23.1K,2019-09-07,23:42
791,✅已核實消息港鐵宣布，除金鐘、灣仔、太子站外，今日（10月1日）早上11時起，銅鑼灣、深水埗、黃大仙、沙田、車公廟、屯門、荃灣及荃灣西站亦關閉，列車不停以上11站。14:37港鐵宣布關閉葵芳、葵興、大窩口及鑽石山站。15:09西營盤站關閉Source: MTR,22.2K,2019-09-07,23:57
792,✅已核實消息港鐵宣布，除金鐘、灣仔、太子站外，今日（10月1日）早上11時起，銅鑼灣、深水埗、黃大仙、沙田、車公廟、屯門、荃灣及荃灣西站亦關閉，列車不停以上11站。14:37港鐵宣布關閉葵芳、葵興、大窩口及鑽石山站。15:09西營盤站關閉15:25 油麻地、尖沙咀站關閉Source: MTR,30.7K,2019-09-07,00:15
793,✅已核實消息警方於荃灣舉起黑旗及橙旗Source: cable news live,43.2K,2019-09-08,16:04
794,✅已核實消息港鐵宣布，除金鐘、灣仔、太子站外，今日（10月1日）早上11時起，銅鑼灣、深水埗、黃大仙、沙田、車公廟、屯門、荃灣及荃灣西站亦關閉，列車不停以上11站。14:37港鐵宣布關閉葵芳、葵興、大窩口及鑽石山站。15:09西營盤站關閉15:25 油麻地站關閉15:38旺角站、尖東站關閉15:53樂富站關閉 15:56 香港大學站關閉荃灣綫全綫暫停16:28 沙田圍站關閉16:33 中環站關閉17:00 元朗站關閉Source: MTR,39.7K,2019-09-08,18:45
795,✅已核實消息金鐘出水炮車，向夏愨道射出藍色水Source: cable news live,42.5K,2019-09-08,21:35
796,✅已核實消息警方警告於銅鑼灣及上環集結的人士立刻停止違法行為及離開。Source: 香港警察Facebook,31.0K,2019-09-08,22:06
797,✅已核實消息警方證實曾於荃灣海壩街近川龍街發射實彈Source: Now news,31.8K,2019-09-11,17:56
798,✅已核實消息警方證實曾於荃灣發射實彈，並擊中一名示威者Source: Now news,26.9K,2019-09-11,22:26
799,✅已核實消息水炮車於金鐘道射出藍色水。Source: Now news,32.9K,2019-09-12,09:03
800,"✅已核實消息香港大學學生會校園電視拍攝到警員於荃灣向示威者極近距離開槍的一刻。https://www.facebook.com/279926822076021/posts/2481497535252261/Source: campus TV, HKUSU Facebook",19.0K,2019-09-12,12:02
801,✅已核實消息截至1700，醫管局指收到15人受傷入院，年齡介乎18-52歲。當中瑪嘉烈醫院男病人危殆。其餘傷者情況穩定。Source: 醫管局,27.6K,2019-09-12,12:20
802,✅已核實消息水炮車於灣仔射出透明水劑。Source: Now news,23.2K,2019-09-13,14:48
803,✅已核實消息港鐵宣布，石門站、天后站關閉。Source: MTR,23.5K,2019-09-15,16:51
804,✅已核實消息警方指，將會使用相應武力驅散屯門大會堂外示威者，警告示威者立即停止違法行為及離開。Source: 香港警察Facebook,25.4K,2019-09-15,19:33
805,🚫以下資訊未有可靠來源 [14:50]網傳荃灣南豐紗廠外有水炮車戒備。-Fact check 人員到場觀察，暫未見有水炮車。Source: Fact check 人員一手消息,22.3K,2019-09-17,11:31
806,✅已核實消息警方於沙田舉起黑旗後約三秒後施放催淚彈Source: cable news live,23.7K,2019-09-17,22:33
807,✅已核實消息警方於荃灣千色店外施放催淚彈Source: cable news live,25.8K,2019-09-21,11:12
808,✅已核實消息一輛水炮車於中聯辦外戒備Source: cable news live,28.1K,2019-09-21,11:12
809,✅已核實消息港鐵宣布，除金鐘、灣仔、太子站外，今日（10月1日）早上11時起，銅鑼灣、深水埗、黃大仙、沙田、車公廟、屯門、荃灣及荃灣西站亦關閉，列車不停以上11站。14:37港鐵宣布關閉葵芳、葵興、大窩口及鑽石山站。15:09西營盤站關閉Source: MTR,17.8K,2019-09-21,17:26
810,✅已核實消息港鐵宣布，除金鐘、灣仔、太子站外，今日（10月1日）早上11時起，銅鑼灣、深水埗、黃大仙、沙田、車公廟、屯門、荃灣及荃灣西站亦關閉，列車不停以上11站。14:37港鐵宣布關閉葵芳、葵興、大窩口及鑽石山站。15:09西營盤站關閉15:25 油麻地、尖沙咀站關閉Source: MTR,17.7K,2019-09-21,22:07
811,✅已核實消息警方於荃灣舉起黑旗及橙旗Source: cable news live,17.3K,2019-09-24,23:44
812,✅已核實消息港鐵宣布，除金鐘、灣仔、太子站外，今日（10月1日）早上11時起，銅鑼灣、深水埗、黃大仙、沙田、車公廟、屯門、荃灣及荃灣西站亦關閉，列車不停以上11站。14:37港鐵宣布關閉葵芳、葵興、大窩口及鑽石山站。15:09西營盤站關閉15:25 油麻地站關閉15:38旺角站、尖東站關閉15:53樂富站關閉 15:56 香港大學站關閉荃灣綫全綫暫停16:28 沙田圍站關閉16:33 中環站關閉17:00 元朗站關閉Source: MTR,17.3K,2019-09-26,12:58
813,✅已核實消息金鐘出水炮車，向夏愨道射出藍色水Source: cable news live,17.3K,2019-09-26,16:21
814,✅已核實消息警方警告於銅鑼灣及上環集結的人士立刻停止違法行為及離開。Source: 香港警察Facebook,17.3K,2019-09-26,16:54
815,✅已核實消息警方證實曾於荃灣海壩街近川龍街發射實彈Source: Now news,15.5K,2019-09-27,18:37
816,✅已核實消息警方證實曾於荃灣發射實彈，並擊中一名示威者Source: Now news,16.4K,2019-09-28,20:26
